Red,Green,Blue
0.0,22053.0,11953.0
27590.0,0.0,11221.0
0.0,18481.0,0.0
27847.0,0.0,10488.0
0.0,0.0,0.0
0.0,15178.0,9642.0
27103.0,0.0,0.0
0.0,11909.0,9262.0
25750.0,0.0,0.0
0.0,9327.0,8496.0
23547.0,0.0,7911.0
0.0,7173.0,0.0
0.0,0.0,7374.0
20285.0,5740.0,0.0
0.0,0.0,6749.0
17372.0,4546.0,0.0
0.0,0.0,5848.0
0.0,3643.0,0.0
14292.0,0.0,5360.0
0.0,2977.0,4773.0
11375.0,0.0,0.0
0.0,2343.0,4074.0
8987.0,0.0,0.0
0.0,1945.0,3569.0
0.0,0.0,0.0
6999.0,0.0,3061.0
0.0,1684.0,0.0
5371.0,0.0,2583.0
0.0,1413.0,2176.0
